interviewID,socialclass,age3g,opportunities,morescience_lowfaith,right_wrong,science_not_important,better_of_ worse_of,partyvotefor,sex
840072044,3,3,10,2,1,4,8,840002,1
840072045,4,2,8,5,5,3,8,840004,2
840072046,3,3,6,3,4,5,8,840002,1
840072047,2,3,8,7,2,2,8,840001,1
840072048,4,2,7,8,7,4,8,840001,2
840072049,4,3,8,5,5,2,8,840001,1
840072050,4,3,6,1,1,6,8,840002,1
840072051,2,3,7,5,5,3,8,840005,1
840072052,4,3,8,5,4,3,8,840001,1
840072053,3,2,1,4,5,3,8,840004,2
840072054,4,2,5,10,10,9,8,840001,1
840072055,3,2,6,4,3,3,8,840002,1
840072056,3,3,8,8,2,1,8,840001,1
840072057,1,3,2,3,-2,-2,8,840005,1
840072058,2,3,5,7,5,5,8,840001,2
840072059,2,3,8,8,8,8,8,840001,1
840072060,3,2,8,2,2,1,8,840002,2
840072061,3,3,5,10,8,2,8,840001,1
840072062,3,1,9,5,4,5,8,840002,2
840072063,5,2,8,8,6,5,8,840005,2
840072064,3,3,8,7,7,9,8,840002,2
840072065,2,3,8,3,2,2,8,840004,1
840072066,4,3,7,6,6,7,8,840001,1
840072067,2,2,7,5,5,5,8,840001,2
840072068,2,2,7,4,7,4,8,840002,2
840072069,3,1,8,1,6,2,8,840002,1
840072070,3,1,8,8,6,1,8,840001,1
840072071,3,3,6,5,5,4,8,840005,2
840072072,3,2,7,1,1,1,8,840006,2
840072073,4,1,8,4,4,3,8,840004,2
840072074,2,2,8,2,2,2,8,840005,2
840072075,3,1,8,4,3,2,8,840001,2
840072076,2,2,4,3,3,7,8,840002,1
840072077,2,1,8,7,5,6,8,840001,2
840072078,4,3,6,5,5,3,8,840005,2
840072079,3,2,7,3,1,4,8,840001,1
840072080,3,2,8,1,1,5,8,840002,2
840072081,3,1,8,1,3,3,8,840002,1
840072082,4,2,7,5,1,4,8,840004,2
840072083,2,2,4,5,3,4,8,840002,1
840072084,3,1,5,3,3,3,8,840002,1
840072085,2,2,9,7,3,5,8,840004,1
840072086,4,2,7,7,5,1,8,840002,1
840072087,3,2,8,3,3,7,8,840002,1
840072088,4,1,10,10,4,9,8,840004,1
840072089,2,3,6,5,5,2,8,840001,1
840072090,3,1,8,5,4,3,8,840002,2
840072091,2,2,3,10,3,1,8,840004,1
840072092,2,1,10,1,6,1,8,840002,1
840072093,3,2,6,5,5,3,8,840004,1
840072094,4,2,7,8,7,4,8,840005,2
840072095,3,2,8,9,1,2,8,840001,2
840072096,4,2,6,4,9,7,8,840001,2
840072097,3,1,6,10,2,2,8,840002,2
840072098,3,2,8,6,3,4,8,840002,2
840072099,2,3,8,8,2,6,8,840002,1
840072100,3,3,8,4,3,4,8,-2,1
840072101,3,3,8,6,3,9,8,840001,1
840072102,3,1,8,2,3,1,8,840002,2
840072103,3,3,5,3,3,4,8,840001,1
840072104,2,2,7,5,7,1,8,840001,2
840072105,4,2,5,3,4,3,8,840005,1
840072106,4,3,8,5,3,3,8,840001,1
840072107,2,2,8,8,8,3,8,840001,1
840072108,2,2,10,10,7,1,8,840001,2
840072109,4,3,7,5,7,8,8,840001,2
840072110,2,3,10,10,5,5,8,840001,1
840072111,3,3,7,1,2,1,8,840001,1
840072112,3,3,7,2,3,3,8,840002,1
840072113,4,3,6,4,5,3,8,840002,2
840072114,2,3,3,1,2,1,8,840001,1
840072115,2,3,5,7,7,1,8,840001,1
840072116,3,2,3,7,7,8,8,840001,1
840072117,3,2,8,1,1,1,8,840002,2
840072118,2,2,8,5,1,1,8,840002,2
840072119,4,2,7,1,6,6,8,840001,1
840072120,4,1,7,10,8,4,8,840001,2
840072121,3,2,6,9,5,3,8,840002,1
840072122,3,2,6,4,3,1,8,840005,2
840072123,3,3,7,6,6,7,8,840002,1
840072124,4,2,7,2,2,2,8,840006,2
840072125,3,2,6,6,5,5,8,840005,2
840072126,4,2,8,5,6,4,8,840005,2
840072127,4,3,7,8,2,4,8,840002,2
840072128,2,2,7,2,3,2,8,840001,1
840072129,3,3,7,8,7,8,8,840001,1
840072130,2,3,5,7,5,3,8,840001,1
840072131,3,2,5,4,5,4,8,840001,1
840072132,2,2,9,8,10,1,8,840001,2
840072133,5,3,7,3,5,7,8,840002,1
840072134,2,3,7,5,2,5,8,840002,1
840072135,4,1,8,4,4,3,8,840004,1
840072136,3,3,8,2,2,4,8,840002,1
840072137,5,3,5,9,9,3,8,840002,1
840072138,2,2,6,5,8,8,8,840001,1
840072139,3,2,7,6,5,2,8,840002,1
840072140,3,2,8,6,3,3,8,840001,2
840072141,2,1,8,8,8,8,8,840005,1
840072142,3,3,8,8,4,6,8,840002,1
840072143,5,3,8,5,5,6,8,840005,2
840072144,4,3,5,8,6,3,8,840001,1
840072145,2,3,8,6,4,4,8,-2,1
840072146,3,3,5,7,7,5,8,840001,2
840072147,3,3,4,3,3,4,8,840002,2
840072148,3,2,8,2,2,1,8,840002,1
840072149,2,3,10,1,2,3,8,840001,1
840072150,3,2,7,3,3,2,8,840002,1
840072151,2,3,7,8,6,7,8,840002,1
840072152,5,3,7,7,5,4,8,840005,1
840072153,3,3,8,1,5,5,8,840001,1
840072154,4,3,7,8,1,10,8,840001,1
840072155,3,2,8,7,5,1,8,840002,2
840072156,2,2,7,3,3,1,8,840001,1
840072157,3,1,8,4,3,4,8,840002,2
840072158,4,3,1,4,2,2,8,840002,2
840072159,3,2,9,3,1,1,8,840002,2
840072160,2,3,9,9,7,3,8,840002,1
840072161,5,2,7,5,5,5,8,840002,1
840072162,4,1,6,5,4,5,8,840001,1
840072163,4,3,4,6,7,1,8,840002,1
840072164,4,3,7,5,4,3,8,840001,1
840072165,2,2,5,3,3,1,8,840001,1
840072166,4,2,8,2,3,2,8,840005,1
840072167,4,2,8,3,2,2,8,840001,1
840072168,4,3,7,5,5,5,8,840001,1
840072169,5,1,7,1,3,6,8,840002,2
840072170,2,3,6,2,3,3,8,840002,1
840072171,3,3,8,1,1,1,8,840002,1
840072172,2,3,7,7,6,5,8,840001,1
840072173,3,2,8,2,4,2,8,840004,1
840072174,2,2,7,3,1,1,8,840001,1
840072175,2,2,8,5,5,2,8,840001,2
840072176,3,3,9,9,5,2,8,840001,1
840072177,4,2,7,4,3,4,8,840005,2
840072178,3,3,6,5,5,6,8,840002,1
840072179,4,2,8,1,1,1,8,840001,1
840072180,3,2,5,6,1,1,8,840004,2
840072181,3,2,5,5,3,4,8,840001,1
840072182,3,2,8,5,3,8,8,840002,1
840072183,4,3,8,3,8,4,8,840001,1
840072184,2,2,9,4,1,1,8,840002,1
840072185,3,3,10,10,8,5,8,840002,1
840072186,5,2,8,-2,7,5,8,840001,1
840072187,4,3,5,10,10,8,8,840001,1
840072188,3,3,5,8,7,2,8,840002,1
840072189,3,3,8,8,5,2,8,840001,2
840072190,4,2,8,4,6,3,8,840001,2
840072191,4,2,5,8,7,7,8,840002,2
840072192,4,1,6,4,5,1,8,840004,2
840072193,3,3,9,9,9,1,8,840005,1
840072194,2,1,8,6,8,7,8,840006,2
840072195,4,3,10,5,5,1,8,840002,1
840072196,5,1,5,4,1,1,8,840002,1
840072197,3,2,8,5,7,3,8,840001,1
840072198,4,2,8,3,3,3,8,840002,2
840072199,4,1,8,5,1,1,8,840005,2
840072200,2,2,6,2,1,1,8,840002,2
840072201,4,1,7,3,4,4,8,840002,2
840072202,3,2,10,1,1,10,8,840002,1
840072203,1,3,9,9,4,9,8,840002,1
840072204,4,2,7,7,6,3,8,840002,1
840072205,3,1,7,9,6,8,8,-2,2
840072206,4,3,5,9,7,6,8,840001,1
840072207,3,2,7,7,5,5,8,840001,2
840072208,3,2,5,5,6,2,8,840005,2
840072209,3,2,8,1,2,2,8,840005,2
840072210,3,2,7,5,4,4,8,840002,2
840072211,3,3,7,10,3,2,8,840005,2
840072212,4,3,3,5,2,3,8,840002,1
840072213,3,3,8,7,1,1,8,840002,1
840072214,3,2,8,9,3,2,8,840001,1
840072215,2,3,7,7,6,7,8,840002,1
840072216,3,3,9,7,2,2,8,840002,2
840072217,3,3,6,7,4,4,8,840002,2
840072218,3,3,7,6,7,7,9,840001,1
840072219,4,3,10,4,9,2,9,840001,1
840072220,3,3,9,1,3,1,9,840002,1
840072221,4,1,10,1,1,3,9,840004,2
840072222,2,2,10,1,1,1,9,840002,1
840072223,3,3,6,7,6,7,9,840001,2
840072224,4,2,10,1,1,9,9,840005,2
840072225,3,2,8,5,3,1,9,840002,2
840072226,3,3,8,3,3,1,9,840002,2
840072227,4,2,8,7,4,3,9,840002,1
840072228,3,3,10,5,5,5,9,840002,1
840072229,3,3,8,5,5,5,9,840002,2
840072230,4,2,9,1,1,1,9,840002,2
840072231,3,1,9,7,4,4,9,840001,2
840072232,4,3,5,5,5,5,9,840001,2
840072233,3,2,10,5,5,8,9,840005,2
840072234,3,2,9,1,4,1,9,840002,2
840072235,4,2,9,2,3,3,9,840002,2
840072236,4,3,9,2,2,2,9,840001,1
840072237,3,3,7,8,8,4,9,840001,1
840072238,2,1,9,4,6,8,9,840002,2
840072239,3,1,9,2,7,2,9,840002,2
840072240,3,2,8,1,4,3,9,840002,1
840072241,4,2,5,6,7,1,9,840004,1
840072242,4,2,8,6,1,2,9,840002,2
840072243,3,2,9,1,1,1,9,840002,1
840072244,4,2,8,6,8,3,9,840001,1
840072245,3,2,10,1,1,1,9,840002,1
840072246,3,2,2,1,3,3,9,840002,2
840072247,2,3,8,2,2,7,9,840002,1
840072248,3,1,7,4,6,1,9,840002,2
840072249,2,2,6,2,2,1,9,840002,1
840072250,4,2,3,1,1,3,9,840002,1
840072251,3,2,10,6,7,2,9,840002,2
840072252,3,3,8,2,2,2,9,840005,1
840072253,3,3,9,6,2,10,9,840001,2
840072254,4,1,9,1,2,6,9,840005,1
840072255,2,2,8,1,1,4,9,840002,2
840072256,3,3,2,5,2,7,9,840001,1
840072257,2,2,8,8,3,7,9,840001,1
840072258,3,1,8,1,2,4,9,840002,2
840072259,3,1,8,3,5,1,9,840002,2
840072260,1,2,-2,3,2,2,9,840004,1
840072261,3,2,8,8,6,5,9,840001,1
840072262,2,3,10,1,1,1,9,840002,1
840072263,3,2,5,5,3,1,9,840001,2
840072264,3,1,9,4,3,3,9,840002,2
840072265,2,2,7,1,5,1,9,840002,1
840072266,3,1,10,4,2,2,9,840001,2
840072267,3,2,6,2,4,10,9,840002,2
840072268,4,3,8,10,7,8,9,840005,1
840072269,2,2,3,8,3,1,9,840002,1
840072270,3,2,8,3,3,2,9,840001,1
840072271,2,2,6,2,1,8,9,840002,1
840072272,5,2,7,6,8,2,9,840001,1
840072273,2,2,9,2,2,4,9,840002,1
840072274,3,1,8,4,3,3,9,840001,1
840072275,3,1,8,5,4,1,9,840001,1
840072276,4,3,9,2,6,7,9,840001,1
840072277,3,2,8,3,2,3,9,840001,1
840072278,5,2,10,3,2,5,9,840002,2
840072279,2,2,8,6,8,5,9,840002,2
840072280,5,2,8,3,3,3,9,840002,1
840072281,3,3,9,4,6,2,9,840001,1
840072282,4,1,7,1,6,1,9,840005,1
840072283,4,2,10,3,3,4,9,840001,1
840072284,2,3,7,6,5,4,9,840001,1
840072285,3,2,9,1,7,9,9,840002,2
840072286,2,3,8,2,2,2,9,840001,1
840072287,3,2,7,3,2,1,9,840002,1
840072288,3,3,2,1,3,2,9,840002,1
840072289,2,3,9,2,2,2,9,840002,2
840072290,3,2,10,1,5,3,9,840002,2
840072291,2,1,7,1,1,1,9,840006,1
840072292,3,3,9,10,2,9,9,840005,1
840072293,2,2,8,5,8,7,9,840001,2
840072294,3,3,2,5,3,8,9,840004,2
840072295,4,3,8,5,2,7,9,840001,1
840072296,3,3,9,3,4,3,9,840002,2
840072297,3,3,8,1,1,1,9,840002,1
840072298,3,2,7,4,3,3,9,840002,2
840072299,3,2,8,9,10,4,9,-2,1
840072300,4,1,8,2,2,1,9,840002,1
840072301,2,3,9,8,1,2,9,840002,2
840072302,2,3,9,5,4,2,9,840002,1
840072303,3,1,7,4,5,1,9,840001,1
840072304,3,2,4,7,3,8,9,840002,2
840072305,4,1,8,1,7,7,9,840002,2
840072306,5,3,7,8,1,3,9,840001,1
840072307,5,1,9,7,5,3,9,840002,1
840072308,2,3,10,6,10,1,9,840001,2
840072309,4,2,10,2,2,2,9,840001,1
840072310,3,2,9,5,2,1,9,840002,2
840072311,2,1,5,6,5,2,9,840002,2
840072312,2,3,7,2,2,2,9,840002,2
840072313,5,2,10,10,9,8,9,840001,1
840072314,4,2,5,4,3,3,9,840001,2
840072315,5,3,8,8,8,8,10,840002,2
840072316,2,3,8,1,1,1,10,840002,1
840072317,3,1,9,10,10,10,10,840006,1
840072318,2,3,5,3,2,1,10,840001,1
840072319,4,1,10,10,10,10,10,840001,1
840072320,2,3,10,8,1,1,10,840002,1
840072321,4,2,8,4,1,1,10,840002,2
840072322,3,3,6,1,1,1,10,-2,1
840072323,3,2,10,8,1,5,10,840001,2
840072324,4,2,10,1,1,1,10,840002,1
840072325,5,2,10,1,3,1,10,840002,2
840072326,2,2,10,2,3,10,10,840002,2
840072327,2,1,5,1,5,1,10,840002,1
840072328,3,2,8,1,1,1,10,840002,2
840072329,4,3,10,1,1,1,10,840001,2
840072330,2,3,8,4,3,1,10,840001,1
840072331,2,1,10,3,1,1,10,840002,1
840072332,2,3,9,3,1,10,10,840005,1
840072333,2,1,8,3,3,1,10,840002,2
840072334,3,2,8,1,1,1,10,840004,1
840072335,4,3,8,3,1,3,10,840002,1
840072336,2,3,6,3,7,1,10,840001,1
840072337,4,3,5,5,5,1,10,840001,1
840072338,4,3,6,1,1,10,10,840002,2
840072339,2,3,8,4,2,2,10,840001,2
840072340,3,2,8,2,2,8,10,840001,1
840072341,2,2,10,1,1,1,10,840002,2
840072342,3,2,10,1,1,1,10,840002,1
840072343,3,3,7,7,1,5,10,840001,1
840072344,3,2,7,3,1,3,10,840002,1
840072345,4,1,9,1,1,1,10,840002,1
840072346,2,3,10,10,1,5,10,840002,1
840072347,5,2,10,1,6,2,10,840005,1
840072348,2,3,10,3,10,4,10,840001,1
840072349,3,2,10,1,1,10,10,840004,1
840072350,5,2,8,1,1,2,10,840002,1
840072351,5,2,10,7,5,1,10,840002,2
840072352,2,2,10,4,5,4,10,840001,2
840072353,3,3,10,1,1,1,10,840001,1
840072354,2,3,8,3,3,2,10,840001,1
840072355,4,2,10,1,1,1,10,840002,1
840072356,2,1,10,1,1,1,10,840002,2
840072357,2,1,1,10,2,1,10,840001,1
840072358,4,3,9,7,5,5,10,840002,1
840072359,2,1,10,2,2,1,10,840002,2
840072360,2,3,9,1,4,4,10,840001,2
840072361,3,1,10,6,1,1,10,840001,2
840072362,2,2,9,1,1,1,10,840005,2
840072363,3,2,1,1,1,1,10,840002,1
840072364,2,1,10,7,1,1,10,840001,1
840072365,4,3,10,5,7,5,10,840002,2
840072366,3,1,10,8,1,2,10,840005,2
840072367,3,2,8,2,3,1,10,840002,1
840072368,4,2,7,6,10,4,10,840001,2
840072369,2,2,10,1,1,1,10,840001,1
840072370,4,3,1,5,5,3,10,840001,1
840072371,4,2,10,9,6,1,10,840001,2
840072372,2,3,9,2,1,1,10,-2,1
840072373,2,3,10,10,1,9,10,840005,2
840072374,4,1,10,1,1,8,10,840002,2
840072375,5,2,2,1,3,10,10,840002,1
840072376,3,1,6,1,1,1,10,840002,1
840072377,3,1,10,1,1,1,10,840002,2
840072378,4,3,9,2,1,3,10,840002,1
840072379,3,2,6,3,1,1,10,840002,1
840072380,1,1,10,1,1,1,10,840002,2
840072381,2,3,10,10,10,1,10,840001,1
840072382,2,1,10,1,1,1,10,840002,1
840072383,3,1,10,1,1,1,10,840002,2
840072384,3,1,10,1,1,10,10,840002,1
840072385,4,1,8,5,7,5,10,840001,2
840072386,4,1,10,1,2,1,10,840002,2
840072387,2,2,10,1,1,1,10,840002,2
840072388,3,3,10,5,5,5,10,840001,1
840072389,4,2,9,1,3,2,10,-2,1
840072390,2,1,9,1,5,2,10,840005,2
840072391,2,3,9,5,5,1,10,840001,1
840072392,2,1,10,1,1,2,10,840002,2
840072393,3,2,7,7,6,6,10,840002,1
840072394,2,2,10,4,1,3,10,840001,1
840072395,3,2,10,1,1,1,10,840002,2
840072396,3,1,3,7,3,3,10,840002,2
840072397,3,3,10,1,1,1,10,840002,1
840072398,3,2,4,1,1,1,10,840005,1
840072399,2,1,8,1,1,1,10,840002,2
840072400,2,2,10,1,1,1,10,840002,1
840072401,3,3,10,8,10,9,10,840001,1
840072402,4,2,10,1,1,1,10,840002,1
840072403,2,3,8,7,1,1,10,840006,1
840072404,2,2,8,10,10,1,10,840004,1
840072405,4,1,10,1,1,10,10,840005,2
840072406,5,2,10,1,1,1,10,840002,1
840072407,3,1,10,1,1,1,10,840002,2
840072408,3,2,7,1,2,2,10,840004,2
840072409,2,2,4,1,1,1,10,840002,1
840072410,3,1,10,1,1,1,10,840002,2
840072411,3,2,6,2,5,1,10,840004,2
840072412,5,2,10,10,10,1,10,840005,1
840072413,2,3,5,4,1,2,10,840001,1
840072414,2,2,10,10,1,1,10,840002,1
840072415,4,1,10,1,1,10,10,840005,2
840072416,4,1,10,1,10,1,10,840002,2
840072417,3,3,8,5,5,5,10,840001,1
840072418,5,2,10,1,1,1,10,840002,1
840072419,4,2,10,1,1,1,10,840002,1
840072420,3,1,10,1,1,1,10,840002,2
840072421,2,1,8,8,1,1,10,840004,2
840072422,3,3,10,10,5,10,10,840005,2
840072423,3,1,8,1,1,1,10,840005,2
840072424,2,1,8,1,1,1,10,840004,2
840072425,2,1,5,3,1,1,10,840004,2
840072426,3,1,8,3,6,2,10,840002,1
840072427,2,1,10,1,1,1,10,840002,2
840072428,4,2,9,10,6,7,10,840005,1
840072429,4,3,8,5,6,1,10,840005,1
840072430,3,2,10,1,1,1,10,840002,1
840072431,4,1,9,8,10,1,10,840001,1
840072432,4,3,9,1,1,10,10,840002,1
840072433,4,2,10,1,1,3,10,840001,2
840072434,5,2,10,1,10,10,10,840002,1
840072435,3,1,10,1,1,1,10,840001,1
840072436,4,3,10,1,8,3,10,840002,2
840072437,2,3,10,1,1,1,10,840002,1
840072438,3,1,7,4,5,7,10,840005,2
840072439,3,1,10,1,1,10,10,840001,1
840072440,3,3,10,4,1,8,10,840004,1
840072441,4,3,10,1,10,10,10,840002,2
840072442,3,1,10,1,1,1,10,840004,2
840072443,3,3,5,2,8,3,10,840002,2
840072444,4,1,10,1,1,1,10,840002,2
840072445,2,2,10,1,1,1,10,840002,2
840072446,4,2,5,5,8,1,10,840002,1
840072447,3,1,8,4,4,2,10,840002,2
840072448,2,2,9,6,4,2,10,840004,1
840072449,4,1,10,1,10,10,10,840005,1
840072450,2,3,9,2,1,1,10,840001,1
840072451,2,2,10,3,1,1,10,840001,2
840072452,3,1,7,8,3,4,10,840002,2
840072453,3,2,7,1,1,1,10,840001,1
840072454,3,1,10,1,1,1,10,840002,1
840072455,2,2,10,1,1,10,10,-2,1
840072456,5,2,10,1,1,1,10,840002,1
840072457,4,3,3,5,5,4,10,840006,1
840072458,2,3,6,4,1,3,10,840001,1
840072459,5,2,2,1,1,1,10,840001,1
840072460,2,2,5,1,1,1,10,840001,1
840072461,3,3,10,1,1,1,10,840002,2
840072462,2,1,10,1,1,1,10,840002,2
840072463,5,3,10,10,1,10,10,840001,1
840072464,4,2,10,1,1,1,10,840002,1
840072465,3,2,9,2,2,1,10,840002,2
840072466,4,2,6,4,1,1,10,840002,1
840072467,3,2,8,1,2,6,10,840001,1
840072468,3,2,10,1,1,1,10,840002,2
840072469,4,3,10,3,3,3,10,840002,2
840072470,3,2,9,3,3,3,10,840001,1
840072471,2,3,8,8,1,4,10,840002,2
840072472,3,3,10,10,6,10,10,840001,1
840072473,4,3,10,1,1,1,10,840002,1
840072474,3,1,10,1,1,1,10,840002,2
840072475,4,2,10,6,6,4,10,840001,1
840072476,3,2,7,1,8,8,10,840002,1
840072477,2,2,9,1,1,1,10,840002,1
840072478,2,2,7,1,3,3,10,840002,2
840072479,3,2,10,10,2,1,10,840004,1
840072480,4,3,10,1,1,1,10,840002,1
840072481,4,3,10,5,5,1,10,840002,1
840072482,3,2,10,5,10,2,10,840001,2
840072483,2,3,10,4,7,10,10,840001,1
840072484,3,2,10,7,2,1,10,840001,2
840072485,3,2,10,10,7,2,10,840005,1
840072486,5,3,7,1,1,1,10,840006,2
840072487,1,2,10,1,1,1,10,840004,1
840072488,3,3,8,7,6,3,10,840002,1
840072489,3,1,9,3,2,3,10,840001,1
840072490,4,2,10,1,1,1,10,840001,1
840072491,2,2,10,6,1,3,10,840001,1
840072492,3,2,10,7,5,1,10,840002,1
840072493,4,2,6,10,10,10,10,840001,2
840072494,4,3,8,1,1,3,10,840001,1
840072495,3,3,5,10,5,1,10,840001,1
840072496,3,1,7,2,3,1,10,840001,1
840072497,4,2,2,8,8,1,10,840002,2
840072498,3,1,5,6,9,7,10,840005,1
840072499,3,2,10,1,1,3,10,840001,1
840072500,2,2,10,2,4,4,10,840002,2
840072501,2,1,10,2,1,1,10,840002,2
840072502,4,3,10,1,7,1,10,840005,2
840072503,2,3,10,8,5,4,10,840001,1
840072504,3,3,6,1,1,6,10,840005,1
840072505,3,3,8,9,2,1,10,840001,1
840072506,3,2,8,10,5,4,10,840005,2
840072507,3,3,10,10,1,1,10,840002,2
840072508,4,2,10,1,1,1,10,840001,1
840072509,2,2,1,4,1,2,10,840001,1
840072510,3,1,10,3,6,2,10,840002,2
840072511,2,3,10,6,1,1,10,840001,1
840072512,3,2,10,1,1,1,10,840001,1
840072513,3,3,10,2,1,5,10,840001,1
840072514,3,2,10,2,2,2,10,840005,2
840072515,3,2,10,4,3,1,10,840002,1
840072516,2,1,9,1,1,1,10,840002,2
840072517,2,2,10,1,1,1,10,840002,2
840072518,4,1,8,1,1,1,10,840002,2
840072519,2,3,10,1,2,1,10,840002,1
840072520,4,1,10,1,1,1,10,840006,1
840072521,2,2,8,1,1,1,10,840001,1
840072522,4,2,10,5,1,7,10,840002,2
840072523,2,3,7,1,1,1,10,840004,1
840072524,4,1,8,8,3,1,10,840004,1
840072525,4,2,10,1,1,1,10,840006,2
840072526,2,2,10,1,1,1,10,840002,1
840072527,3,1,3,1,5,7,10,840002,1
840072528,3,1,10,1,2,1,10,840002,1
840072529,2,3,10,1,1,10,10,840002,2
840072530,4,1,7,1,1,8,10,840002,1
840072531,2,1,10,2,4,1,10,840002,1
840072532,2,2,7,3,1,3,10,840002,2
840072533,3,3,7,10,6,7,10,840002,1
840072534,2,3,10,10,8,10,10,840002,2
840072535,5,2,10,10,10,10,10,840004,2
840072536,5,1,10,1,1,1,10,840002,1
840072537,2,1,10,10,10,1,10,840001,2
840072538,4,2,10,9,5,3,10,840004,2
840072539,4,3,10,1,1,1,10,840002,2
840072540,3,1,10,10,10,10,10,840002,2
840072541,3,2,8,1,3,1,10,840002,1
840072542,2,2,1,1,10,5,10,840002,2
840072543,4,1,10,1,2,1,10,840005,1
840072544,3,3,10,10,8,10,10,840001,1
840072545,4,1,10,1,1,1,10,840002,1
840072546,4,2,9,1,1,2,10,840002,2
840072547,4,2,8,1,1,9,10,840005,1
840072548,3,2,8,3,3,2,10,840002,1
840072549,4,3,10,6,2,10,10,840001,2
840072550,3,2,8,8,8,9,10,840004,2
840072551,-2,1,10,1,1,1,10,840004,1
840072552,3,2,8,5,2,5,10,840002,1
840072553,4,3,6,6,4,1,10,-1,1
840072554,4,1,10,1,1,1,10,840002,1
840072555,2,2,10,2,2,8,10,840002,1
840072556,4,2,8,1,1,1,10,840002,2
840072557,4,3,7,1,1,1,10,840006,2
840072558,3,1,10,1,1,1,10,840002,2
840072559,2,1,6,4,4,3,10,840001,1
